datetime,Close,Open,High,Low,Volume,Change
2025/12/26,19.75,19.04,19.99,18.98,258.41M,5.61%
2025/12/25,18.7,18.45,18.75,18.21,138.44M,0.11%
2025/12/24,18.68,18.75,18.84,18.35,163.00M,0.70%
2025/12/23,18.55,18.72,19.11,18.32,212.17M,-0.38%
2025/12/22,18.62,18.5,18.87,18.37,203.57M,1.42%
2025/12/19,18.36,17.95,18.36,17.56,212.38M,2.63%
2025/12/18,17.89,17.9,18.35,17.8,141.94M,-0.61%
2025/12/17,18,17.61,18.23,17.57,190.69M,2.86%
2025/12/16,17.5,18,18.35,17.43,212.92M,-2.40%
2025/12/15,17.93,17.1,18.32,17.1,254.52M,1.99%
2025/12/12,17.58,17.85,17.93,17.39,260.42M,0.69%
2025/12/11,17.46,17.83,18.15,17.38,207.75M,-0.96%
2025/12/10,17.63,17.55,17.79,17.39,157.60M,0.46%
2025/12/9,17.55,18.39,18.39,17.41,269.31M,-6.10%
2025/12/8,18.69,18.43,18.78,17.95,251.21M,1.47%
2025/12/5,18.42,17.88,18.55,17.87,242.49M,2.91%
2025/12/4,17.9,18.4,18.66,17.79,290.21M,1.59%
2025/12/3,17.62,17.15,17.79,17.05,249.16M,2.50%
2025/12/2,17.19,17.19,17.36,16.98,169.32M,-0.58%
2025/12/1,17.29,16.96,17.67,16.9,377.38M,6.53%
2025/11/28,16.23,15.95,16.33,15.79,148.07M,1.76%
2025/11/27,15.95,16.09,16.55,15.92,165.43M,-0.19%
2025/11/26,15.98,16.08,16.23,15.86,153.22M,0.06%
2025/11/25,15.97,15.7,16.13,15.65,195.53M,4.04%
2025/11/24,15.35,15.31,15.54,15.07,162.74M,1.12%
2025/11/21,15.18,15.4,15.58,15.09,162.18M,-3.86%
2025/11/20,15.79,15.96,16.12,15.75,111.35M,-0.57%
2025/11/19,15.88,15.55,16.05,15.5,166.59M,2.06%
2025/11/18,15.56,15.9,15.97,15.33,195.44M,-3.05%
2025/11/17,16.05,16.5,16.65,15.94,229.87M,-4.35%
2025/11/14,16.78,16.61,17.07,16.2,198.51M,-0.36%
2025/11/13,16.84,16.23,17.12,16.19,305.15M,4.73%
2025/11/12,16.08,15.99,16.42,15.81,166.45M,-0.19%
2025/11/11,16.11,16.52,16.63,16,135.42M,-1.53%
2025/11/10,16.36,16.78,16.96,16.2,171.63M,-1.09%
2025/11/7,16.54,16.5,16.78,16.2,162.27M,-0.18%
2025/11/6,16.57,15.9,16.6,15.9,216.00M,4.61%
2025/11/5,15.84,15.3,15.99,15.1,214.44M,0.70%
2025/11/4,15.73,16.15,16.3,15.56,206.56M,-3.91%
2025/11/3,16.37,16.85,17,15.9,273.99M,-3.93%
2025/10/31,17.04,17.59,17.64,16.94,202.92M,-3.18%
2025/10/30,17.6,17.39,18.16,17.24,308.43M,0.28%
2025/10/29,17.55,16.98,17.56,16.93,283.84M,4.78%
2025/10/28,16.75,17.27,17.35,16.66,280.92M,-3.12%
2025/10/27,17.29,17.49,17.82,17,398.64M,3.04%
2025/10/24,16.78,16.24,16.85,16.18,329.22M,5.53%
2025/10/23,15.9,15.51,15.98,15.25,221.67M,2.32%
2025/10/22,15.54,14.85,15.63,14.73,200.83M,0.58%
2025/10/21,15.45,15.25,15.84,15.12,215.73M,2.25%
2025/10/20,15.11,15.04,15.35,14.91,208.90M,0.47%
2025/10/17,15.04,15.73,15.85,15,293.97M,-4.20%
2025/10/16,15.7,16.1,16.17,15.56,243.43M,-3.74%
2025/10/15,16.31,16.25,16.33,15.48,305.39M,1.87%
2025/10/14,16.01,17.8,17.81,15.7,439.36M,-7.13%
2025/10/13,17.24,15.51,17.3,15.51,414.28M,3.11%
2025/10/10,16.72,17.09,18,16.4,452.53M,-3.18%
2025/10/9,17.27,16.37,17.27,16,394.49M,10.00%
2025/9/30,15.7,15.01,15.85,14.74,369.89M,6.51%
2025/9/29,14.74,13.9,14.87,13.72,389.77M,6.81%
2025/9/26,13.8,13.66,14.26,13.63,394.47M,-0.50%
2025/9/25,13.87,13.7,13.88,13.48,647.55M,9.90%
2025/9/24,12.62,12.46,12.7,12.34,148.63M,0.80%
2025/9/23,12.52,12.75,13.02,12.27,198.20M,-1.49%
2025/9/22,12.71,12.98,13.02,12.54,194.83M,1.60%
2025/9/19,12.51,12.38,12.68,12.38,168.59M,1.05%
2025/9/18,12.38,12.6,12.76,12.27,266.42M,-3.28%
2025/9/17,12.8,12.85,12.92,12.65,235.30M,-1.46%
2025/9/16,12.99,13.57,13.63,12.69,308.08M,-2.70%
2025/9/15,13.35,13.43,13.55,13.27,182.20M,-0.52%
2025/9/12,13.42,13.1,13.73,13.01,329.02M,3.23%
2025/9/11,13,12.56,13,12.5,246.50M,3.92%
2025/9/10,12.51,12.35,12.61,12.24,183.06M,-0.56%
2025/9/9,12.58,12.49,12.91,12.41,265.45M,0.24%
2025/9/8,12.55,13,13.1,12.43,289.81M,-2.71%
2025/9/5,12.9,12.3,12.97,12.29,326.93M,3.70%
2025/9/4,12.44,13.6,13.77,12.29,528.56M,-8.86%
2025/9/3,13.65,13.97,14.1,13.2,342.13M,-1.23%
2025/9/2,13.82,13.6,14.1,13.35,434.84M,2.14%
2025/9/1,13.53,12.6,13.57,12.23,369.22M,9.47%
2025/8/29,12.36,11.96,12.55,11.86,255.28M,4.22%
2025/8/28,11.86,11.66,11.87,11.47,230.37M,1.28%
2025/8/27,11.71,12.11,12.16,11.71,239.62M,-2.82%
2025/8/26,12.05,12.01,12.21,11.78,238.85M,-0.25%
2025/8/25,12.08,11.36,12.08,11.3,402.37M,8.73%
2025/8/22,11.11,11.09,11.25,10.97,182.62M,0.45%
2025/8/21,11.06,11.02,11.25,10.97,180.33M,1.00%
2025/8/20,10.95,10.68,11.03,10.67,178.32M,0.92%
2025/8/19,10.85,10.77,11.05,10.77,243.03M,0.74%
2025/8/18,10.77,11.3,11.36,10.75,365.59M,-3.06%
2025/8/15,11.11,10.54,11.3,10.52,298.27M,4.12%
2025/8/14,10.67,10.6,10.9,10.58,270.54M,0.76%
2025/8/13,10.59,9.96,10.64,9.94,290.35M,7.51%
2025/8/12,9.85,9.79,10,9.7,117.88M,0.31%
2025/8/11,9.82,9.88,9.89,9.71,162.42M,0.61%
2025/8/8,9.76,9.5,9.88,9.49,193.59M,2.95%
2025/8/7,9.48,9.55,9.58,9.3,127.54M,-0.32%
2025/8/6,9.51,9.32,9.55,9.32,153.23M,1.39%
2025/8/5,9.38,9.27,9.4,9.16,171.29M,1.30%
2025/8/4,9.26,8.97,9.28,8.96,188.13M,3.12%
2025/8/1,8.98,8.89,9.05,8.85,140.85M,0.45%
2025/7/31,8.94,9.06,9.21,8.87,246.76M,-4.28%
2025/7/30,9.34,9.35,9.51,9.27,213.80M,0.97%
2025/7/29,9.25,9.12,9.25,9.08,145.32M,0.98%
2025/7/28,9.16,9.11,9.2,8.91,188.13M,-0.54%
2025/7/25,9.21,9.24,9.32,9.13,181.89M,-1.07%
2025/7/24,9.31,9,9.4,8.98,318.15M,3.44%
2025/7/23,9,9.1,9.11,8.9,228.62M,-0.66%
2025/7/22,9.06,8.63,9.07,8.59,359.14M,4.98%
2025/7/21,8.63,8.26,8.71,8.26,326.81M,5.12%
2025/7/18,8.21,8.12,8.3,8.08,217.27M,1.48%
2025/7/17,8.09,8.11,8.13,8.05,103.88M,-0.25%
2025/7/16,8.11,8.14,8.2,8.09,101.15M,0.12%
2025/7/15,8.1,8.17,8.23,8.02,165.30M,0.00%
2025/7/14,8.1,8.13,8.19,8.1,157.47M,-0.25%
2025/7/11,8.12,8.11,8.3,8.08,221.19M,0.62%
2025/7/10,8.07,8.02,8.12,8.02,184.06M,0.12%
2025/7/9,8.06,8.66,8.66,8.03,438.65M,-5.62%
2025/7/8,8.54,8.49,8.58,8.42,115.79M,1.43%
2025/7/7,8.42,8.43,8.53,8.39,115.75M,-1.41%
2025/7/4,8.54,8.55,8.68,8.41,194.12M,-1.39%
2025/7/3,8.66,8.71,8.72,8.54,143.58M,0.23%
2025/7/2,8.64,8.5,8.72,8.45,218.98M,1.41%
2025/7/1,8.52,8.52,8.53,8.3,157.25M,1.19%
2025/6/30,8.42,8.3,8.44,8.24,200.82M,1.45%
2025/6/27,8.3,8.09,8.42,8.02,402.17M,1.84%
2025/6/26,8.15,8,8.23,7.95,214.14M,2.77%
2025/6/25,7.93,7.9,7.94,7.87,110.83M,0.51%
2025/6/24,7.89,7.88,8.03,7.88,182.03M,0.51%
2025/6/23,7.85,7.81,7.95,7.79,122.33M,0.90%
2025/6/20,7.78,7.77,7.9,7.73,125.30M,0.39%
2025/6/19,7.75,7.81,7.86,7.71,105.74M,-0.90%
2025/6/18,7.82,7.83,7.86,7.73,105.90M,0.00%
2025/6/17,7.82,7.85,7.89,7.81,84.68M,-0.38%
2025/6/16,7.85,7.89,7.98,7.8,131.85M,-0.76%
2025/6/13,7.91,7.85,7.93,7.77,203.68M,0.89%
2025/6/12,7.84,7.67,7.87,7.64,199.50M,1.42%
2025/6/11,7.73,7.49,7.76,7.47,254.43M,3.07%
2025/6/10,7.5,7.57,7.59,7.45,142.91M,0.00%
2025/6/9,7.5,7.54,7.57,7.42,197.72M,-1.19%
2025/6/6,7.59,7.38,7.6,7.37,301.65M,3.97%
2025/6/5,7.3,7.37,7.45,7.27,139.63M,-1.08%
2025/6/4,7.38,7.28,7.52,7.27,240.92M,2.07%
2025/6/3,7.23,7.25,7.32,7.2,123.24M,0.42%
2025/5/30,7.2,7.23,7.25,7.12,100.00M,-0.83%
2025/5/29,7.26,7.18,7.32,7.17,92.46M,0.55%
2025/5/28,7.22,7.18,7.28,7.18,80.69M,0.56%
2025/5/27,7.18,7.38,7.42,7.15,186.37M,-3.10%
2025/5/26,7.41,7.31,7.5,7.31,182.62M,2.49%
2025/5/23,7.23,7.33,7.36,7.23,133.62M,-1.63%
2025/5/22,7.35,7.4,7.4,7.33,81.69M,-1.74%
2025/5/21,7.48,7.3,7.49,7.28,180.78M,3.03%
2025/5/20,7.26,7.2,7.28,7.19,89.35M,0.97%
2025/5/19,7.19,7.29,7.3,7.16,87.51M,-1.78%
2025/5/16,7.32,7.3,7.37,7.25,73.83M,0.14%
2025/5/15,7.31,7.41,7.42,7.26,114.90M,-1.75%
2025/5/14,7.44,7.39,7.44,7.33,131.02M,1.36%
2025/5/13,7.34,7.32,7.43,7.29,163.49M,0.82%
2025/5/12,7.28,7.16,7.28,7.1,192.94M,2.68%
2025/5/9,7.09,7.15,7.16,7.08,115.23M,-1.12%
2025/5/8,7.17,7.19,7.2,7.14,160.13M,-1.65%
2025/5/7,7.29,7.19,7.37,7.18,277.36M,2.68%
2025/5/6,7.1,7.1,7.12,7.01,144.42M,0.57%
2025/4/30,7.06,7.1,7.15,7.03,116.02M,-0.98%
2025/4/29,7.13,7.16,7.2,7.1,85.10M,-0.42%
2025/4/28,7.16,7.2,7.23,7.1,151.00M,0.42%
2025/4/25,7.13,7.15,7.2,7.08,145.93M,0.99%
2025/4/24,7.06,7.08,7.2,7.04,133.97M,-1.12%
2025/4/23,7.14,7.2,7.28,7.11,227.87M,-0.83%
2025/4/22,7.2,6.98,7.35,6.94,438.37M,4.05%
2025/4/21,6.92,6.71,6.93,6.69,154.39M,2.98%
2025/4/18,6.72,6.66,6.73,6.62,104.55M,0.90%
2025/4/17,6.66,6.7,6.71,6.62,128.58M,0.15%
2025/4/16,6.65,6.8,6.8,6.56,191.90M,-2.21%
2025/4/15,6.8,6.9,6.94,6.76,173.95M,-1.16%
2025/4/14,6.88,6.7,7.03,6.7,304.25M,4.40%
2025/4/11,6.59,6.56,6.66,6.48,216.34M,0.15%
2025/4/10,6.58,6.46,6.68,6.37,421.71M,6.99%
2025/4/9,6.15,6.07,6.19,5.91,392.79M,-0.97%
2025/4/8,6.21,6.51,6.51,6.08,542.24M,-4.61%
2025/4/7,6.51,6.51,6.58,6.51,251.08M,-9.96%
2025/4/3,7.23,7.34,7.38,7.2,260.18M,-3.98%
2025/4/2,7.53,7.56,7.61,7.5,121.46M,-0.79%
2025/4/1,7.59,7.61,7.69,7.56,131.47M,-0.13%
2025/3/31,7.6,7.65,7.71,7.52,176.07M,-1.43%
2025/3/28,7.71,7.74,7.79,7.65,168.21M,-1.03%
2025/3/27,7.79,7.81,7.92,7.73,266.74M,-2.38%
2025/3/26,7.98,8.22,8.39,7.93,423.44M,-1.24%
2025/3/25,8.08,8.03,8.19,7.97,307.44M,0.87%
2025/3/24,8.01,7.73,8.1,7.69,432.65M,4.84%
2025/3/21,7.64,7.87,7.93,7.58,213.05M,-3.41%
2025/3/20,7.91,7.98,8.08,7.87,233.41M,0.51%
2025/3/19,7.87,7.84,7.91,7.74,158.87M,0.13%
2025/3/18,7.86,7.76,7.93,7.7,259.78M,1.68%
2025/3/17,7.73,7.85,7.91,7.71,251.41M,-2.40%
2025/3/14,7.92,8.09,8.21,7.84,398.98M,0.13%
2025/3/13,7.91,7.9,7.98,7.78,328.85M,1.41%
2025/3/12,7.8,7.82,7.94,7.71,413.67M,1.30%
2025/3/11,7.7,7.65,7.73,7.48,495.89M,-1.41%
2025/3/10,7.81,7.3,7.85,7.3,747.28M,8.62%
2025/3/7,7.19,7.09,7.3,7.08,303.83M,1.41%
2025/3/6,7.09,6.93,7.14,6.93,326.77M,3.65%
2025/3/5,6.84,6.8,6.88,6.73,132.43M,0.74%
2025/3/4,6.79,6.7,6.8,6.68,108.43M,0.74%
2025/3/3,6.74,6.64,6.8,6.64,146.75M,1.51%
2025/2/28,6.64,6.71,6.72,6.62,156.65M,-1.78%
2025/2/27,6.76,6.83,6.84,6.7,162.94M,-1.31%
2025/2/26,6.85,6.79,6.92,6.78,150.07M,1.18%
2025/2/25,6.77,6.89,6.9,6.75,179.98M,-2.17%
2025/2/24,6.92,6.9,6.94,6.82,144.73M,0.14%
2025/2/21,6.91,6.94,6.98,6.88,151.55M,-0.29%
2025/2/20,6.93,6.94,6.96,6.88,126.88M,-0.43%
2025/2/19,6.96,6.94,6.98,6.91,113.63M,0.29%
2025/2/18,6.94,7.04,7.06,6.92,148.35M,-1.98%
2025/2/17,7.08,7.24,7.25,7.04,257.53M,-3.28%
2025/2/14,7.32,7.26,7.34,7.22,166.89M,1.39%
2025/2/13,7.22,7.29,7.34,7.22,142.20M,-0.96%
2025/2/12,7.29,7.39,7.4,7.21,197.53M,-1.88%
2025/2/11,7.43,7.47,7.57,7.4,189.79M,-0.80%
2025/2/10,7.49,7.33,7.6,7.31,354.10M,2.74%
2025/2/7,7.29,7.21,7.36,7.14,259.50M,0.83%
2025/2/6,7.23,7.28,7.3,7.19,157.28M,0.14%
2025/2/5,7.22,7.31,7.35,7.19,186.43M,-0.28%
2025/1/27,7.24,7.29,7.34,7.24,100.35M,-0.69%
2025/1/24,7.29,7.17,7.33,7.17,157.74M,2.10%
2025/1/23,7.14,7.22,7.4,7.12,286.76M,0.42%
2025/1/22,7.11,7.07,7.13,6.99,153.53M,0.57%
2025/1/21,7.07,7.09,7.1,6.98,107.12M,0.28%
2025/1/20,7.05,7.16,7.19,7.04,159.14M,-1.54%
2025/1/17,7.16,7.09,7.2,7.05,159.93M,0.85%
2025/1/16,7.1,6.97,7.21,6.97,305.58M,2.90%
2025/1/15,6.9,7.01,7.05,6.81,198.95M,-2.13%
2025/1/14,7.05,6.9,7.05,6.85,201.22M,1.59%
2025/1/13,6.94,6.89,7.06,6.86,175.74M,-0.29%
2025/1/10,6.96,6.97,7.08,6.89,170.13M,0.29%
2025/1/9,6.94,7,7,6.88,108.48M,-0.14%
2025/1/8,6.95,7.04,7.04,6.86,162.44M,-1.28%
2025/1/7,7.04,6.85,7.14,6.82,236.20M,3.38%
2025/1/6,6.81,6.8,6.92,6.62,204.09M,0.59%
2025/1/3,6.77,6.61,6.97,6.61,328.43M,2.89%
2025/1/2,6.58,6.66,6.75,6.55,184.61M,-1.05%
2024/12/31,6.65,6.79,6.8,6.65,172.00M,-2.35%
2024/12/30,6.81,6.83,6.87,6.77,136.30M,-0.15%
2024/12/27,6.82,6.96,7.02,6.82,187.71M,-1.87%
2024/12/26,6.95,6.88,7,6.86,93.62M,0.87%
2024/12/25,6.89,6.98,6.99,6.85,89.46M,-1.43%
2024/12/24,6.99,6.91,6.99,6.87,126.06M,1.16%
2024/12/23,6.91,6.86,6.94,6.84,158.37M,0.88%
2024/12/20,6.85,6.99,7.02,6.82,177.91M,-2.28%
2024/12/19,7.01,6.89,7.03,6.8,126.09M,0.29%
2024/12/18,6.99,7.1,7.13,6.98,154.70M,-1.13%
2024/12/17,7.07,7.1,7.21,7.06,132.30M,-0.84%
2024/12/16,7.13,7.18,7.22,7.1,140.91M,-1.25%
2024/12/13,7.22,7.43,7.44,7.17,330.89M,-3.73%
2024/12/12,7.5,7.48,7.52,7.43,139.07M,0.00%
2024/12/11,7.5,7.41,7.57,7.34,177.83M,1.35%
2024/12/10,7.4,7.58,7.68,7.38,200.06M,0.14%
2024/12/9,7.39,7.42,7.47,7.33,126.76M,-0.40%
2024/12/6,7.42,7.36,7.42,7.33,130.94M,0.68%
2024/12/5,7.37,7.48,7.49,7.35,126.83M,-1.99%
2024/12/4,7.52,7.52,7.6,7.45,130.75M,0.80%
2024/12/3,7.46,7.5,7.52,7.41,100.20M,-0.27%
2024/12/2,7.48,7.4,7.56,7.38,177.36M,2.75%
2024/11/29,7.28,7.15,7.35,7.07,160.66M,1.82%
2024/11/28,7.15,7.25,7.29,7.13,114.10M,-2.05%
2024/11/27,7.3,7.25,7.3,7.14,121.93M,0.14%
2024/11/26,7.29,7.25,7.39,7.24,68.72M,0.28%
2024/11/25,7.27,7.35,7.44,7.22,105.63M,-0.68%
2024/11/22,7.32,7.58,7.61,7.32,132.48M,-3.81%
2024/11/21,7.61,7.6,7.64,7.56,88.20M,0.00%
2024/11/20,7.61,7.65,7.66,7.56,100.90M,-0.39%
2024/11/19,7.64,7.54,7.65,7.44,184.57M,3.24%
2024/11/18,7.4,7.42,7.58,7.33,171.62M,-0.80%
2024/11/15,7.46,7.44,7.63,7.41,146.20M,0.27%
2024/11/14,7.44,7.61,7.63,7.43,201.14M,-3.00%
2024/11/13,7.67,7.6,7.74,7.58,176.94M,-0.13%
2024/11/12,7.68,7.83,7.98,7.61,313.17M,-3.03%
2024/11/11,7.92,8.01,8.04,7.8,281.08M,-2.22%
2024/11/8,8.1,8.28,8.41,8.09,264.97M,-0.37%
2024/11/7,8.13,7.95,8.17,7.8,288.93M,-0.85%
2024/11/6,8.2,8.21,8.38,8.12,292.06M,0.24%
2024/11/5,8.18,7.98,8.24,7.93,291.75M,2.25%
2024/11/4,8,8.03,8.1,7.85,249.83M,0.88%
2024/11/1,7.93,7.6,8.14,7.51,464.58M,4.34%
2024/10/31,7.6,7.75,7.75,7.58,187.13M,-1.81%
2024/10/30,7.74,7.68,7.86,7.66,170.93M,1.04%
2024/10/29,7.66,7.92,7.96,7.63,306.02M,-3.28%
2024/10/28,7.92,7.89,7.92,7.76,166.68M,0.00%
2024/10/25,7.92,8.01,8.02,7.88,167.11M,-1.25%
2024/10/24,8.02,8.1,8.11,7.93,170.16M,-2.20%
2024/10/23,8.2,8.26,8.3,8.06,225.52M,-1.56%
2024/10/22,8.33,8.22,8.35,8.07,173.59M,0.12%
2024/10/21,8.32,8.11,8.44,8.05,319.54M,4.00%
2024/10/18,8,7.91,8.09,7.83,198.83M,1.52%
2024/10/17,7.88,8.08,8.11,7.86,120.76M,-1.75%
2024/10/16,8.02,7.91,8.06,7.81,136.26M,0.12%
2024/10/15,8.01,8.3,8.3,8,215.08M,-4.64%
2024/10/14,8.4,8.09,8.43,8.05,212.34M,4.35%
2024/10/11,8.05,8.25,8.25,7.98,143.02M,-1.83%
2024/10/10,8.2,8.01,8.39,7.95,265.72M,3.40%
2024/10/9,7.93,8.38,8.38,7.85,335.60M,-8.11%
2024/10/8,8.63,9.48,9.55,8.25,618.52M,-0.80%
2024/9/30,8.7,8.65,8.89,8.22,499.14M,3.94%
2024/9/27,8.37,8.36,8.48,8.23,131.13M,3.08%
2024/9/26,8.12,7.79,8.12,7.69,175.22M,4.37%
2024/9/25,7.78,7.88,8.22,7.76,230.39M,1.30%
2024/9/24,7.68,7.48,7.76,7.44,188.66M,3.92%
2024/9/23,7.39,7.39,7.55,7.35,121.12M,-0.67%
2024/9/20,7.44,7.2,7.48,7.15,208.72M,3.91%
2024/9/19,7.16,6.77,7.2,6.7,234.87M,6.23%
2024/9/18,6.74,6.62,6.79,6.58,162.28M,3.22%
2024/9/13,6.53,6.66,6.73,6.52,154.82M,-0.61%
2024/9/12,6.57,6.6,6.63,6.53,108.69M,0.15%
2024/9/11,6.56,6.68,6.7,6.48,137.08M,-2.38%
2024/9/10,6.72,6.76,6.79,6.63,69.20M,0.15%
2024/9/9,6.71,6.84,6.84,6.59,145.14M,-2.89%
2024/9/6,6.91,6.97,7.02,6.91,57.35M,-0.14%
2024/9/5,6.92,6.98,7.02,6.85,80.69M,-0.29%
2024/9/4,6.94,7.09,7.09,6.86,176.64M,-4.93%
2024/9/3,7.3,7.29,7.42,7.25,71.70M,0.00%
2024/9/2,7.3,7.4,7.44,7.19,107.54M,-2.54%
2024/8/30,7.49,7.42,7.57,7.3,132.77M,0.94%
2024/8/29,7.42,7.29,7.5,7.25,77.28M,-0.13%
2024/8/28,7.43,7.54,7.66,7.36,97.49M,-1.46%
2024/8/27,7.54,7.63,7.68,7.43,97.85M,-1.31%
2024/8/26,7.64,7.52,7.65,7.42,155.84M,2.96%
2024/8/23,7.42,7.38,7.48,7.36,56.96M,-0.27%
2024/8/22,7.44,7.48,7.49,7.3,78.75M,0.13%
2024/8/21,7.43,7.4,7.45,7.33,50.28M,0.27%
2024/8/20,7.41,7.56,7.57,7.36,77.40M,-1.33%
2024/8/19,7.51,7.48,7.62,7.44,115.63M,1.08%
2024/8/16,7.43,7.3,7.52,7.3,173.02M,2.77%
2024/8/15,7.23,7.08,7.27,7.02,113.36M,1.83%
2024/8/14,7.1,7.17,7.23,7.06,82.31M,-1.11%
2024/8/13,7.18,7.18,7.22,7.07,85.55M,0.84%
2024/8/12,7.12,7.06,7.18,7.05,78.33M,0.85%
2024/8/9,7.06,7.02,7.16,7.02,119.48M,1.58%
2024/8/8,6.95,7.02,7.03,6.85,113.57M,-1.97%
2024/8/7,7.09,6.98,7.17,6.9,102.40M,1.58%
2024/8/6,6.98,7.03,7.12,6.9,132.02M,-0.71%
2024/8/5,7.03,7.11,7.24,7.01,156.51M,-2.63%
2024/8/2,7.22,7.29,7.32,7.14,166.78M,-3.99%
2024/8/1,7.52,7.64,7.7,7.49,125.99M,0.67%
2024/7/31,7.47,7.24,7.51,7.16,175.73M,4.33%
2024/7/30,7.16,7.31,7.31,7.07,127.47M,-2.72%
2024/7/29,7.36,7.34,7.46,7.25,123.42M,1.24%
2024/7/26,7.27,7.08,7.39,7.08,188.92M,3.56%
2024/7/25,7.02,7.24,7.32,6.99,247.97M,-5.52%
2024/7/24,7.43,7.55,7.57,7.34,185.22M,-1.72%
2024/7/23,7.56,8.15,8.21,7.55,275.32M,-7.01%
2024/7/22,8.13,8.3,8.35,8.05,167.05M,-3.33%
2024/7/19,8.41,8.28,8.47,8.01,194.46M,-2.44%
2024/7/18,8.62,8.47,8.67,8.39,136.14M,0.70%
2024/7/17,8.56,9.08,9.16,8.46,243.45M,-6.65%
2024/7/16,9.17,9.05,9.21,8.99,120.14M,0.44%
2024/7/15,9.13,8.89,9.25,8.81,214.84M,4.22%
2024/7/12,8.76,9,9.07,8.63,200.34M,-3.20%
2024/7/11,9.05,8.82,9.1,8.74,132.17M,3.08%
2024/7/10,8.78,9.04,9.09,8.74,144.35M,-3.41%
2024/7/9,9.09,8.92,9.11,8.83,132.74M,1.91%
2024/7/8,8.92,8.98,9.05,8.87,138.45M,-1.87%
2024/7/5,9.09,8.86,9.13,8.8,172.44M,3.06%
2024/7/4,8.82,8.85,8.96,8.77,186.14M,2.20%
2024/7/3,8.63,8.56,8.63,8.47,89.59M,1.05%
2024/7/2,8.54,8.66,8.73,8.43,109.00M,-1.39%
2024/7/1,8.66,8.48,8.68,8.42,126.17M,1.88%
2024/6/28,8.5,8.16,8.57,8.15,167.48M,3.79%
2024/6/27,8.19,8.26,8.3,8.02,118.94M,-1.33%
2024/6/26,8.3,8.26,8.34,8.09,120.54M,-0.36%
2024/6/25,8.33,8.29,8.45,8.22,106.71M,0.97%
2024/6/24,8.25,8.16,8.35,8.1,98.79M,-0.96%
2024/6/21,8.33,8.55,8.6,8.3,118.21M,-1.42%
2024/6/20,8.45,8.5,8.63,8.38,151.78M,0.60%
2024/6/19,8.4,8.19,8.53,8.17,175.02M,3.19%
2024/6/18,8.14,8.23,8.27,8.05,108.96M,-0.61%
2024/6/17,8.19,8.2,8.37,8.06,118.53M,-1.09%
2024/6/14,8.28,8.03,8.31,7.96,136.12M,2.22%
2024/6/13,8.1,8.2,8.31,8.01,135.10M,-1.82%
2024/6/12,8.25,8.13,8.33,8.1,111.60M,1.48%
2024/6/11,8.13,8.19,8.27,8.06,169.29M,-3.33%
2024/6/7,8.41,8.36,8.48,8.24,174.40M,1.69%
2024/6/6,8.27,8.15,8.42,8.12,207.28M,2.99%
2024/6/5,8.03,8.2,8.23,8.01,221.87M,-4.40%
2024/6/4,8.4,8.25,8.57,8.15,179.99M,2.82%
2024/6/3,8.17,8.33,8.43,8.08,175.29M,-2.04%
2024/5/31,8.34,8.32,8.45,8.21,147.54M,0.00%
2024/5/30,8.34,8.7,8.74,8.29,188.32M,-4.79%
2024/5/29,8.76,8.5,8.88,8.48,175.10M,2.58%
2024/5/28,8.54,8.55,8.75,8.52,182.12M,0.00%
2024/5/27,8.54,8.15,8.58,8.15,233.94M,4.40%
2024/5/24,8.18,8.15,8.29,8.11,153.47M,0.12%
2024/5/23,8.17,8,8.29,7.88,264.84M,-0.49%
2024/5/22,8.21,8.41,8.5,8.15,283.61M,-2.49%
2024/5/21,8.42,8.92,8.98,8.35,375.59M,-5.82%
2024/5/20,8.94,8.95,9.15,8.58,458.58M,2.88%
2024/5/17,8.69,8.8,8.81,8.39,372.77M,0.23%
2024/5/16,8.67,9.24,9.33,8.57,488.23M,-5.04%
2024/5/15,9.13,9.39,9.45,9.08,215.38M,-3.49%
2024/5/14,9.46,9.35,9.58,9.33,233.20M,2.16%
2024/5/13,9.26,9.06,9.34,8.98,172.83M,0.65%
2024/5/10,9.2,9.17,9.25,8.9,203.68M,1.77%
2024/5/9,9.04,8.79,9.13,8.75,194.55M,2.38%
2024/5/8,8.83,8.76,8.99,8.6,190.67M,0.00%
2024/5/7,8.83,8.87,9.15,8.79,239.03M,0.00%
2024/5/6,8.83,8.78,8.85,8.5,313.83M,-1.67%
2024/4/30,8.98,9.1,9.23,8.81,276.17M,-0.33%
2024/4/29,9.01,9.14,9.22,8.82,271.96M,-2.91%
2024/4/26,9.28,8.97,9.37,8.87,287.53M,4.62%
2024/4/25,8.87,8.77,8.88,8.66,152.21M,0.23%
2024/4/24,8.85,8.56,8.88,8.56,211.44M,2.91%
2024/4/23,8.6,9,9.06,8.56,373.83M,-6.42%
2024/4/22,9.19,9.63,9.87,9.15,236.54M,-3.06%
2024/4/19,9.48,9.47,9.82,9.3,226.96M,0.11%
2024/4/18,9.47,8.97,9.47,8.89,253.81M,4.76%
2024/4/17,9.04,8.8,9.05,8.62,219.15M,2.15%
2024/4/16,8.85,9.08,9.36,8.77,241.15M,-3.38%
2024/4/15,9.16,8.79,9.17,8.64,224.34M,2.23%
2024/4/12,8.96,8.7,9.08,8.64,241.04M,2.99%
2024/4/11,8.7,8.5,9.07,8.45,260.26M,-0.46%
2024/4/10,8.74,8.54,8.85,8.48,241.85M,3.07%
